Doctor_Name,Speciality,Clinic_Name,Clinic_Address,Clinic_City,Clinic_State,Clinic_Pincode,Doctor_Address,Doctor_City,Doctor_State,Doctor_Pincode
Dr. Nadeem Qureshi,ENT Specialist,Qureshi Healthcare Clinic,"17, Sector Green, Kolkata",Kolkata,West Bengal,702236,"57, Lane Lake, Kolkata",Kolkata,West Bengal,706852
Dr. Ramesh Reddy,Oncologist,Reddy Healthcare Clinic,"88, Layout Gandhi, Hyderabad",Hyderabad,Telangana,506745,"439, Lane Model, Hyderabad",Hyderabad,Telangana,509692
Dr. Parminder Sidhu,Cardiologist,Sidhu Healthcare Clinic,"127, Layout Central, Surat",Surat,Gujarat,397114,"297, Layout Garden, Surat",Surat,Gujarat,392440
Dr. Peter Rodrigues,Dermatologist,Rodrigues Healthcare Clinic,"241, Sector Fort, Mumbai",Mumbai,Maharashtra,408701,"202, Lane Gandhi, Mumbai",Mumbai,Maharashtra,407412
Dr. Simran Kaur,Plastic Surgeon,Kaur Healthcare Clinic,"209, Layout Shastri, Delhi",Delhi,Delhi,115872,"152, Layout Gandhi, Delhi",Delhi,Delhi,110260
Dr. Amrit Gill,Ophthalmologist,Gill Healthcare Clinic,"233, Lane Shastri, Delhi",Delhi,Delhi,116641,"95, Enclave Lake, Delhi",Delhi,Delhi,110022
Dr. Rakesh Pandey,Nephrologist,Pandey Healthcare Clinic,"152, Bazaar Green, Mumbai",Mumbai,Maharashtra,408887,"295, Layout Gandhi, Mumbai",Mumbai,Maharashtra,405500
Dr. Naveen Pandey,Dermatologist,Pandey Healthcare Clinic,"197, Enclave Lake, Chennai",Chennai,Tamil Nadu,600669,"188, Enclave Shastri, Chennai",Chennai,Tamil Nadu,609155
Dr. Naveen Agarwal,Neurologist,Agarwal Healthcare Clinic,"123, Nagar Lake, Indore",Indore,Madhya Pradesh,459504,"447, Layout Model, Indore",Indore,Madhya Pradesh,455250
Dr. Nadeem Beg,Rheumatologist,Beg Healthcare Clinic,"28, Nagar Central, Jaipur",Jaipur,Rajasthan,305656,"232, Lane Hill, Jaipur",Jaipur,Rajasthan,308629
Dr. Divya Dwivedi,Plastic Surgeon,Dwivedi Healthcare Clinic,"232, Enclave Gandhi, Lucknow",Lucknow,Uttar Pradesh,223085,"457, Lane Gandhi, Lucknow",Lucknow,Uttar Pradesh,221313
Dr. Manjit Sidhu,Orthopedic Surgeon,Sidhu Healthcare Clinic,"85, Road Gandhi, Chennai",Chennai,Tamil Nadu,602424,"255, Colony Model, Chennai",Chennai,Tamil Nadu,608530
Dr. Vikram Tripathi,Plastic Surgeon,Tripathi Healthcare Clinic,"243, Enclave Fort, Kolkata",Kolkata,West Bengal,707272,"378, Sector Green, Kolkata",Kolkata,West Bengal,703097
Dr. Rajesh Agarwal,Nephrologist,Agarwal Healthcare Clinic,"211, Enclave Central, Indore",Indore,Madhya Pradesh,457965,"304, Lane Lake, Indore",Indore,Madhya Pradesh,454982
Dr. Joseph Dias,Gynecologist,Dias Healthcare Clinic,"117, Lane Central, Jaipur",Jaipur,Rajasthan,304720,"395, Sector Shastri, Jaipur",Jaipur,Rajasthan,305785
Dr. Sana Ansari,Physiotherapist,Ansari Healthcare Clinic,"275, Road Shastri, Hyderabad",Hyderabad,Telangana,502873,"430, Colony Shastri, Hyderabad",Hyderabad,Telangana,503897
Dr. Rajesh Pandey,Gastroenterologist,Pandey Healthcare Clinic,"226, Road Central, Kolkata",Kolkata,West Bengal,703022,"106, Sector Central, Kolkata",Kolkata,West Bengal,705633
Dr. Ramesh Subramanian,Plastic Surgeon,Subramanian Healthcare Clinic,"274, Road Gandhi, Hyderabad",Hyderabad,Telangana,500408,"208, Lane Shastri, Hyderabad",Hyderabad,Telangana,507504
Dr. Irfan Khan,Plastic Surgeon,Khan Healthcare Clinic,"170, Road Lake, Kochi",Kochi,Kerala,684748,"497, Colony Garden, Kochi",Kochi,Kerala,687243
Dr. Farah Chaudhary,Dermatologist,Chaudhary Healthcare Clinic,"283, Nagar Green, Kolkata",Kolkata,West Bengal,700406,"206, Layout Lake, Kolkata",Kolkata,West Bengal,705855
Dr. Anjali Sharma,Physiotherapist,Sharma Healthcare Clinic,"299, Layout Green, Ahmedabad",Ahmedabad,Gujarat,383206,"12, Nagar Hill, Ahmedabad",Ahmedabad,Gujarat,387298
Dr. Naveen Tripathi,General Physician,Tripathi Healthcare Clinic,"163, Sector Central, Coimbatore",Coimbatore,Tamil Nadu,646513,"76, Bazaar Central, Coimbatore",Coimbatore,Tamil Nadu,646326
Dr. Aamir Pathan,Urologist,Pathan Healthcare Clinic,"158, Lane Hill, Bhopal",Bhopal,Madhya Pradesh,461435,"111, Lane Fort, Bhopal",Bhopal,Madhya Pradesh,467249
Dr. Irfan Syed,Rheumatologist,Syed Healthcare Clinic,"45, Colony Model, Kolkata",Kolkata,West Bengal,704968,"244, Enclave Gandhi, Kolkata",Kolkata,West Bengal,709677
Dr. Gurpreet Singh,Rheumatologist,Singh Healthcare Clinic,"213, Colony Hill, Jaipur",Jaipur,Rajasthan,307571,"364, Colony Model, Jaipur",Jaipur,Rajasthan,303047
Dr. Amrit Pannu,Pulmonologist,Pannu Healthcare Clinic,"155, Road Lake, Mumbai",Mumbai,Maharashtra,409163,"379, Lane Model, Mumbai",Mumbai,Maharashtra,400439
Dr. Sunita Joshi,Oncologist,Joshi Healthcare Clinic,"64, Road Fort, Coimbatore",Coimbatore,Tamil Nadu,642938,"252, Layout Rajiv, Coimbatore",Coimbatore,Tamil Nadu,641955
Dr. Sana Shaikh,Physiotherapist,Shaikh Healthcare Clinic,"298, Lane Garden, Bhopal",Bhopal,Madhya Pradesh,467144,"445, Road Lake, Bhopal",Bhopal,Madhya Pradesh,461959
Dr. Khalid Dar,Cardiologist,Dar Healthcare Clinic,"84, Sector Shastri, Jaipur",Jaipur,Rajasthan,305237,"237, Colony Central, Jaipur",Jaipur,Rajasthan,302675
Dr. Vikram Pandey,Rheumatologist,Pandey Healthcare Clinic,"25, Road Green, Bhopal",Bhopal,Madhya Pradesh,468677,"328, Nagar Hill, Bhopal",Bhopal,Madhya Pradesh,463175
Dr. Sneha Murthy,Gynecologist,Murthy Healthcare Clinic,"162, Road Green, Indore",Indore,Madhya Pradesh,455939,"50, Enclave Shastri, Indore",Indore,Madhya Pradesh,450211
Dr. Shankar Naidu,Urologist,Naidu Healthcare Clinic,"211, Enclave Shastri, Coimbatore",Coimbatore,Tamil Nadu,641678,"112, Colony Hill, Coimbatore",Coimbatore,Tamil Nadu,643622
Dr. Shankar Murthy,Nephrologist,Murthy Healthcare Clinic,"214, Lane Gandhi, Chennai",Chennai,Tamil Nadu,601909,"420, Colony Rajiv, Chennai",Chennai,Tamil Nadu,607856
Dr. Nadeem Mirza,Neurologist,Mirza Healthcare Clinic,"268, Enclave Shastri, Chandigarh",Chandigarh,Chandigarh,164991,"15, Nagar Model, Chandigarh",Chandigarh,Chandigarh,162108
Dr. Prakash Naidu,Neurologist,Naidu Healthcare Clinic,"67, Nagar Fort, Ahmedabad",Ahmedabad,Gujarat,381830,"40, Sector Lake, Ahmedabad",Ahmedabad,Gujarat,387065
Dr. Pooja Mishra,Dermatologist,Mishra Healthcare Clinic,"31, Lane Gandhi, Kochi",Kochi,Kerala,684145,"23, Nagar Green, Kochi",Kochi,Kerala,680168
Dr. Amit Tiwari,General Physician,Tiwari Healthcare Clinic,"95, Enclave Rajiv, Ahmedabad",Ahmedabad,Gujarat,381487,"75, Road Garden, Ahmedabad",Ahmedabad,Gujarat,385698
Dr. Irfan Beg,Physiotherapist,Beg Healthcare Clinic,"259, Nagar Gandhi, Pune",Pune,Maharashtra,419472,"391, Sector Hill, Pune",Pune,Maharashtra,413555
Dr. Lakshmi Menon,Plastic Surgeon,Menon Healthcare Clinic,"51, Layout Hill, Delhi",Delhi,Delhi,117777,"188, Colony Lake, Delhi",Delhi,Delhi,111758
Dr. Ramesh Rangan,Rheumatologist,Rangan Healthcare Clinic,"264, Layout Fort, Ahmedabad",Ahmedabad,Gujarat,381848,"390, Enclave Gandhi, Ahmedabad",Ahmedabad,Gujarat,387633
Dr. Naveen Saxena,Pulmonologist,Saxena Healthcare Clinic,"148, Sector Gandhi, Bhopal",Bhopal,Madhya Pradesh,465375,"253, Nagar Fort, Bhopal",Bhopal,Madhya Pradesh,464646
Dr. Rajinder Sidhu,Ophthalmologist,Sidhu Healthcare Clinic,"284, Bazaar Green, Pune",Pune,Maharashtra,417011,"97, Nagar Lake, Pune",Pune,Maharashtra,416020
Dr. Arvind Subramanian,Pediatrician,Subramanian Healthcare Clinic,"225, Nagar Gandhi, Patna",Patna,Bihar,802348,"203, Bazaar Garden, Patna",Patna,Bihar,801666
Dr. Sneha Pillai,General Physician,Pillai Healthcare Clinic,"103, Bazaar Gandhi, Indore",Indore,Madhya Pradesh,453815,"430, Bazaar Lake, Indore",Indore,Madhya Pradesh,454563
Dr. Christopher Dias,Endocrinologist,Dias Healthcare Clinic,"244, Bazaar Lake, Bhopal",Bhopal,Madhya Pradesh,468379,"143, Colony Lake, Bhopal",Bhopal,Madhya Pradesh,461770
Dr. Vikram Chaturvedi,Pulmonologist,Chaturvedi Healthcare Clinic,"69, Sector Gandhi, Pune",Pune,Maharashtra,410865,"426, Nagar Lake, Pune",Pune,Maharashtra,410438
Dr. Suresh Murthy,ENT Specialist,Murthy Healthcare Clinic,"156, Nagar Gandhi, Kolkata",Kolkata,West Bengal,708518,"393, Lane Lake, Kolkata",Kolkata,West Bengal,703308
Dr. Sana Chaudhary,Nephrologist,Chaudhary Healthcare Clinic,"278, Enclave Hill, Jaipur",Jaipur,Rajasthan,308955,"10, Sector Fort, Jaipur",Jaipur,Rajasthan,301951
Dr. Parminder Brar,Endocrinologist,Brar Healthcare Clinic,"236, Sector Rajiv, Chandigarh",Chandigarh,Chandigarh,162897,"286, Road Shastri, Chandigarh",Chandigarh,Chandigarh,168052
Dr. Manjit Sidhu,Endocrinologist,Sidhu Healthcare Clinic,"57, Lane Hill, Coimbatore",Coimbatore,Tamil Nadu,648837,"293, Lane Lake, Coimbatore",Coimbatore,Tamil Nadu,649211
Dr. Shankar Iyer,Endocrinologist,Iyer Healthcare Clinic,"254, Bazaar Garden, Jaipur",Jaipur,Rajasthan,305779,"393, Road Central, Jaipur",Jaipur,Rajasthan,301006
Dr. Meena Sharma,Neurologist,Sharma Healthcare Clinic,"179, Sector Central, Bhopal",Bhopal,Madhya Pradesh,466235,"50, Bazaar Central, Bhopal",Bhopal,Madhya Pradesh,465855
Dr. Jaspreet Singh,Psychiatrist,Singh Healthcare Clinic,"121, Road Garden, Pune",Pune,Maharashtra,411391,"467, Nagar Green, Pune",Pune,Maharashtra,411875
Dr. Irfan Khan,Plastic Surgeon,Khan Healthcare Clinic,"20, Lane Fort, Indore",Indore,Madhya Pradesh,459306,"264, Bazaar Green, Indore",Indore,Madhya Pradesh,450334
Dr. Rajinder Singh,ENT Specialist,Singh Healthcare Clinic,"293, Bazaar Central, Patna",Patna,Bihar,809380,"51, Lane Gandhi, Patna",Patna,Bihar,803373
Dr. Sana Beg,ENT Specialist,Beg Healthcare Clinic,"154, Enclave Fort, Hyderabad",Hyderabad,Telangana,503305,"255, Nagar Hill, Hyderabad",Hyderabad,Telangana,503507
Dr. Nadeem Khan,Oncologist,Khan Healthcare Clinic,"116, Nagar Garden, Patna",Patna,Bihar,801552,"304, Enclave Green, Patna",Patna,Bihar,801102
Dr. Rebecca Menezes,Rheumatologist,Menezes Healthcare Clinic,"178, Nagar Green, Ahmedabad",Ahmedabad,Gujarat,388268,"412, Road Fort, Ahmedabad",Ahmedabad,Gujarat,388846
Dr. Shabana Syed,Endocrinologist,Syed Healthcare Clinic,"264, Lane Hill, Jaipur",Jaipur,Rajasthan,302958,"452, Sector Hill, Jaipur",Jaipur,Rajasthan,303056
Dr. Mathew Carvalho,Ophthalmologist,Carvalho Healthcare Clinic,"273, Bazaar Garden, Jaipur",Jaipur,Rajasthan,300981,"268, Layout Central, Jaipur",Jaipur,Rajasthan,307577
Dr. Prakash Menon,Oncologist,Menon Healthcare Clinic,"211, Enclave Gandhi, Surat",Surat,Gujarat,393335,"434, Bazaar Green, Surat",Surat,Gujarat,394702
Dr. Lakshmi Murthy,Psychiatrist,Murthy Healthcare Clinic,"123, Nagar Shastri, Patna",Patna,Bihar,803144,"15, Layout Green, Patna",Patna,Bihar,807604
Dr. Baljit Dhillon,Rheumatologist,Dhillon Healthcare Clinic,"104, Colony Green, Mumbai",Mumbai,Maharashtra,402235,"15, Road Green, Mumbai",Mumbai,Maharashtra,409022
Dr. Arvind Subramanian,Cardiologist,Subramanian Healthcare Clinic,"43, Enclave Garden, Mumbai",Mumbai,Maharashtra,404882,"444, Nagar Fort, Mumbai",Mumbai,Maharashtra,405954
Dr. Rakesh Saxena,Psychiatrist,Saxena Healthcare Clinic,"293, Nagar Hill, Chennai",Chennai,Tamil Nadu,609509,"487, Road Lake, Chennai",Chennai,Tamil Nadu,601478
Dr. Meena Nair,ENT Specialist,Nair Healthcare Clinic,"300, Bazaar Model, Indore",Indore,Madhya Pradesh,456928,"112, Colony Gandhi, Indore",Indore,Madhya Pradesh,452869
Dr. Lakshmi Subramanian,Rheumatologist,Subramanian Healthcare Clinic,"29, Lane Hill, Jaipur",Jaipur,Rajasthan,306139,"359, Nagar Central, Jaipur",Jaipur,Rajasthan,308941
Dr. Parminder Sandhu,Dentist,Sandhu Healthcare Clinic,"186, Lane Central, Kolkata",Kolkata,West Bengal,705049,"11, Sector Rajiv, Kolkata",Kolkata,West Bengal,703926
Dr. Khalid Syed,Oncologist,Syed Healthcare Clinic,"63, Layout Lake, Bhopal",Bhopal,Madhya Pradesh,466364,"5, Bazaar Green, Bhopal",Bhopal,Madhya Pradesh,464929
Dr. Pooja Joshi,General Physician,Joshi Healthcare Clinic,"225, Enclave Fort, Hyderabad",Hyderabad,Telangana,500555,"141, Nagar Lake, Hyderabad",Hyderabad,Telangana,507718
Dr. Jaspreet Dhillon,Pediatrician,Dhillon Healthcare Clinic,"134, Nagar Central, Hyderabad",Hyderabad,Telangana,506895,"309, Enclave Lake, Hyderabad",Hyderabad,Telangana,500448
Dr. Sunita Chaturvedi,Neurologist,Chaturvedi Healthcare Clinic,"206, Layout Green, Delhi",Delhi,Delhi,115140,"295, Nagar Gandhi, Delhi",Delhi,Delhi,112585
Dr. Shankar Menon,Physiotherapist,Menon Healthcare Clinic,"164, Lane Lake, Surat",Surat,Gujarat,392187,"134, Colony Garden, Surat",Surat,Gujarat,395367
Dr. Shabana Shaikh,Rheumatologist,Shaikh Healthcare Clinic,"94, Bazaar Fort, Bhopal",Bhopal,Madhya Pradesh,469345,"115, Sector Rajiv, Bhopal",Bhopal,Madhya Pradesh,469150
Dr. Francis D’Souza,Ophthalmologist,D’Souza Healthcare Clinic,"135, Colony Rajiv, Ahmedabad",Ahmedabad,Gujarat,386570,"317, Bazaar Garden, Ahmedabad",Ahmedabad,Gujarat,384262
Dr. Sneha Pillai,Gynecologist,Pillai Healthcare Clinic,"8, Bazaar Lake, Chennai",Chennai,Tamil Nadu,608096,"61, Layout Model, Chennai",Chennai,Tamil Nadu,603121
Dr. Nadeem Chaudhary,Endocrinologist,Chaudhary Healthcare Clinic,"221, Layout Garden, Kolkata",Kolkata,West Bengal,703531,"422, Road Model, Kolkata",Kolkata,West Bengal,706853
Dr. Suresh Menon,Cardiologist,Menon Healthcare Clinic,"135, Layout Garden, Lucknow",Lucknow,Uttar Pradesh,227388,"465, Layout Central, Lucknow",Lucknow,Uttar Pradesh,229550
Dr. Gurpreet Singh,Pulmonologist,Singh Healthcare Clinic,"166, Bazaar Model, Kolkata",Kolkata,West Bengal,706283,"363, Bazaar Garden, Kolkata",Kolkata,West Bengal,704198
Dr. Amit Dwivedi,Dermatologist,Dwivedi Healthcare Clinic,"171, Layout Lake, Mumbai",Mumbai,Maharashtra,405804,"311, Sector Rajiv, Mumbai",Mumbai,Maharashtra,404155
Dr. Christopher Rodrigues,Oncologist,Rodrigues Healthcare Clinic,"190, Colony Hill, Patna",Patna,Bihar,800673,"298, Colony Green, Patna",Patna,Bihar,802783
Dr. Mathew Lobo,Ophthalmologist,Lobo Healthcare Clinic,"46, Enclave Hill, Kolkata",Kolkata,West Bengal,707093,"73, Road Gandhi, Kolkata",Kolkata,West Bengal,705132
Dr. Sunita Chaturvedi,Dentist,Chaturvedi Healthcare Clinic,"221, Road Green, Bhopal",Bhopal,Madhya Pradesh,464321,"265, Enclave Fort, Bhopal",Bhopal,Madhya Pradesh,462703
Dr. Sana Ansari,Plastic Surgeon,Ansari Healthcare Clinic,"28, Layout Shastri, Chandigarh",Chandigarh,Chandigarh,160894,"118, Colony Rajiv, Chandigarh",Chandigarh,Chandigarh,167704
Dr. Irfan Chaudhary,Rheumatologist,Chaudhary Healthcare Clinic,"254, Sector Lake, Chennai",Chennai,Tamil Nadu,605841,"364, Lane Lake, Chennai",Chennai,Tamil Nadu,608077
Dr. Sunita Mishra,Urologist,Mishra Healthcare Clinic,"105, Road Shastri, Bengaluru",Bengaluru,Karnataka,562757,"384, Road Garden, Bengaluru",Bengaluru,Karnataka,569595
Dr. Meena Iyer,Nephrologist,Iyer Healthcare Clinic,"214, Nagar Model, Hyderabad",Hyderabad,Telangana,508161,"347, Nagar Central, Hyderabad",Hyderabad,Telangana,500425
Dr. Farah Syed,Urologist,Syed Healthcare Clinic,"166, Colony Rajiv, Chennai",Chennai,Tamil Nadu,601328,"236, Lane Lake, Chennai",Chennai,Tamil Nadu,604412
Dr. Peter Lobo,Dermatologist,Lobo Healthcare Clinic,"167, Colony Model, Chandigarh",Chandigarh,Chandigarh,160797,"411, Road Central, Chandigarh",Chandigarh,Chandigarh,160909
Dr. Naveen Tiwari,Endocrinologist,Tiwari Healthcare Clinic,"205, Road Shastri, Bengaluru",Bengaluru,Karnataka,563933,"495, Bazaar Gandhi, Bengaluru",Bengaluru,Karnataka,560336
Dr. Kavita Rangan,Endocrinologist,Rangan Healthcare Clinic,"79, Nagar Green, Lucknow",Lucknow,Uttar Pradesh,228042,"411, Bazaar Green, Lucknow",Lucknow,Uttar Pradesh,229887
Dr. Ramesh Nair,Urologist,Nair Healthcare Clinic,"103, Lane Lake, Kochi",Kochi,Kerala,686358,"244, Road Garden, Kochi",Kochi,Kerala,689835
Dr. Gurpreet Dhillon,Urologist,Dhillon Healthcare Clinic,"223, Bazaar Gandhi, Hyderabad",Hyderabad,Telangana,500662,"263, Enclave Lake, Hyderabad",Hyderabad,Telangana,503673
Dr. Deepa Balakrishnan,Nephrologist,Balakrishnan Healthcare Clinic,"149, Lane Fort, Bengaluru",Bengaluru,Karnataka,561297,"465, Lane Green, Bengaluru",Bengaluru,Karnataka,562434
Dr. Lakshmi Reddy,Nephrologist,Reddy Healthcare Clinic,"152, Sector Hill, Surat",Surat,Gujarat,391253,"470, Sector Hill, Surat",Surat,Gujarat,391763
Dr. Paul Rodrigues,Pediatrician,Rodrigues Healthcare Clinic,"292, Road Central, Chandigarh",Chandigarh,Chandigarh,164175,"300, Nagar Hill, Chandigarh",Chandigarh,Chandigarh,160266
Dr. Divya Saxena,Gynecologist,Saxena Healthcare Clinic,"24, Nagar Fort, Patna",Patna,Bihar,804876,"161, Lane Lake, Patna",Patna,Bihar,804342
Dr. Irfan Qureshi,Gynecologist,Qureshi Healthcare Clinic,"133, Nagar Fort, Bengaluru",Bengaluru,Karnataka,568755,"10, Sector Fort, Bengaluru",Bengaluru,Karnataka,561911
Dr. Sunita Chaturvedi,Ophthalmologist,Chaturvedi Healthcare Clinic,"250, Road Garden, Patna",Patna,Bihar,805910,"354, Bazaar Green, Patna",Patna,Bihar,801435
Dr. Kavita Iyer,General Physician,Iyer Healthcare Clinic,"9, Layout Rajiv, Chennai",Chennai,Tamil Nadu,603428,"247, Colony Model, Chennai",Chennai,Tamil Nadu,607139
Dr. Francis D’Souza,Oncologist,D’Souza Healthcare Clinic,"76, Lane Fort, Chandigarh",Chandigarh,Chandigarh,160357,"60, Colony Shastri, Chandigarh",Chandigarh,Chandigarh,167295
Dr. Parminder Singh,Ophthalmologist,Singh Healthcare Clinic,"104, Road Garden, Pune",Pune,Maharashtra,416418,"27, Enclave Rajiv, Pune",Pune,Maharashtra,411682
Dr. Navjot Bajwa,Gastroenterologist,Bajwa Healthcare Clinic,"19, Lane Fort, Lucknow",Lucknow,Uttar Pradesh,227964,"263, Lane Model, Lucknow",Lucknow,Uttar Pradesh,220994
Dr. Peter Rodrigues,Gastroenterologist,Rodrigues Healthcare Clinic,"284, Nagar Green, Indore",Indore,Madhya Pradesh,456834,"456, Lane Gandhi, Indore",Indore,Madhya Pradesh,458106
Dr. John Menezes,Rheumatologist,Menezes Healthcare Clinic,"83, Road Model, Delhi",Delhi,Delhi,117688,"177, Lane Model, Delhi",Delhi,Delhi,118317
Dr. Meena Pillai,Physiotherapist,Pillai Healthcare Clinic,"68, Road Fort, Chandigarh",Chandigarh,Chandigarh,166829,"427, Enclave Lake, Chandigarh",Chandigarh,Chandigarh,162654
Dr. Francis Dias,Orthopedic Surgeon,Dias Healthcare Clinic,"67, Colony Model, Coimbatore",Coimbatore,Tamil Nadu,642561,"311, Lane Gandhi, Coimbatore",Coimbatore,Tamil Nadu,646815
Dr. Amrit Sandhu,General Physician,Sandhu Healthcare Clinic,"10, Enclave Green, Mumbai",Mumbai,Maharashtra,405849,"347, Colony Shastri, Mumbai",Mumbai,Maharashtra,408248
Dr. Amit Pandey,Rheumatologist,Pandey Healthcare Clinic,"117, Nagar Hill, Chennai",Chennai,Tamil Nadu,603671,"250, Road Central, Chennai",Chennai,Tamil Nadu,605820
Dr. Naveen Joshi,Neurologist,Joshi Healthcare Clinic,"54, Sector Lake, Kochi",Kochi,Kerala,687489,"493, Nagar Gandhi, Kochi",Kochi,Kerala,689988
Dr. Naveen Sharma,Nephrologist,Sharma Healthcare Clinic,"86, Nagar Model, Chennai",Chennai,Tamil Nadu,605925,"81, Road Lake, Chennai",Chennai,Tamil Nadu,608288
Dr. Gurpreet Gill,Urologist,Gill Healthcare Clinic,"71, Nagar Model, Indore",Indore,Madhya Pradesh,457194,"497, Bazaar Rajiv, Indore",Indore,Madhya Pradesh,454019
Dr. Jaspreet Sidhu,Nephrologist,Sidhu Healthcare Clinic,"44, Road Central, Hyderabad",Hyderabad,Telangana,506799,"185, Layout Shastri, Hyderabad",Hyderabad,Telangana,508677
Dr. Simran Gill,Rheumatologist,Gill Healthcare Clinic,"210, Lane Hill, Surat",Surat,Gujarat,395927,"484, Sector Lake, Surat",Surat,Gujarat,392385
Dr. Naveen Mishra,Orthopedic Surgeon,Mishra Healthcare Clinic,"162, Bazaar Shastri, Indore",Indore,Madhya Pradesh,457111,"32, Bazaar Rajiv, Indore",Indore,Madhya Pradesh,452473
Dr. Peter Pereira,Oncologist,Pereira Healthcare Clinic,"206, Road Central, Surat",Surat,Gujarat,395638,"5, Road Hill, Surat",Surat,Gujarat,392406
Dr. Parminder Sandhu,Plastic Surgeon,Sandhu Healthcare Clinic,"177, Bazaar Model, Chandigarh",Chandigarh,Chandigarh,164940,"44, Sector Hill, Chandigarh",Chandigarh,Chandigarh,165480
Dr. Manjit Pannu,Plastic Surgeon,Pannu Healthcare Clinic,"110, Nagar Hill, Lucknow",Lucknow,Uttar Pradesh,229040,"160, Enclave Shastri, Lucknow",Lucknow,Uttar Pradesh,220383
Dr. Naveen Tiwari,Dentist,Tiwari Healthcare Clinic,"156, Bazaar Hill, Pune",Pune,Maharashtra,411809,"375, Sector Central, Pune",Pune,Maharashtra,414255
Dr. John D’Souza,Dermatologist,D’Souza Healthcare Clinic,"230, Road Garden, Chennai",Chennai,Tamil Nadu,600085,"233, Enclave Model, Chennai",Chennai,Tamil Nadu,609528
Dr. Rebecca Almeida,Psychiatrist,Almeida Healthcare Clinic,"154, Road Garden, Bhopal",Bhopal,Madhya Pradesh,462293,"366, Bazaar Hill, Bhopal",Bhopal,Madhya Pradesh,464057
Dr. Anjali Dwivedi,Gastroenterologist,Dwivedi Healthcare Clinic,"185, Lane Gandhi, Ahmedabad",Ahmedabad,Gujarat,382401,"365, Bazaar Fort, Ahmedabad",Ahmedabad,Gujarat,381342
Dr. Rajesh Tripathi,Neurologist,Tripathi Healthcare Clinic,"110, Lane Gandhi, Coimbatore",Coimbatore,Tamil Nadu,646050,"347, Bazaar Garden, Coimbatore",Coimbatore,Tamil Nadu,649158
Dr. Paul Dias,Gastroenterologist,Dias Healthcare Clinic,"217, Lane Lake, Coimbatore",Coimbatore,Tamil Nadu,646830,"422, Colony Shastri, Coimbatore",Coimbatore,Tamil Nadu,648286
Dr. Deepa Subramanian,Neurologist,Subramanian Healthcare Clinic,"271, Nagar Model, Kochi",Kochi,Kerala,687461,"243, Sector Shastri, Kochi",Kochi,Kerala,689159
Dr. Farah Dar,Rheumatologist,Dar Healthcare Clinic,"62, Enclave Garden, Chennai",Chennai,Tamil Nadu,604744,"21, Colony Gandhi, Chennai",Chennai,Tamil Nadu,606086
Dr. Yusuf Pathan,Oncologist,Pathan Healthcare Clinic,"15, Colony Shastri, Coimbatore",Coimbatore,Tamil Nadu,649660,"216, Sector Green, Coimbatore",Coimbatore,Tamil Nadu,644644
Dr. Kavita Subramanian,Cardiologist,Subramanian Healthcare Clinic,"281, Enclave Gandhi, Chennai",Chennai,Tamil Nadu,600732,"214, Lane Garden, Chennai",Chennai,Tamil Nadu,605074
Dr. Mathew Lobo,Endocrinologist,Lobo Healthcare Clinic,"68, Colony Hill, Coimbatore",Coimbatore,Tamil Nadu,647551,"390, Lane Lake, Coimbatore",Coimbatore,Tamil Nadu,642440
Dr. Farah Dar,Physiotherapist,Dar Healthcare Clinic,"199, Layout Fort, Surat",Surat,Gujarat,395554,"277, Sector Lake, Surat",Surat,Gujarat,394544
Dr. Sunita Sharma,Gastroenterologist,Sharma Healthcare Clinic,"288, Nagar Hill, Lucknow",Lucknow,Uttar Pradesh,221395,"99, Sector Garden, Lucknow",Lucknow,Uttar Pradesh,228548
Dr. Deepa Balakrishnan,Cardiologist,Balakrishnan Healthcare Clinic,"273, Colony Rajiv, Chennai",Chennai,Tamil Nadu,604504,"403, Layout Model, Chennai",Chennai,Tamil Nadu,609495
